name,artists,year,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,explicit
Looks That Kill,['Mötley Crüe'],1983,62,249013,0.0033,0.485,0.945,0.00525,0.0997,-5.954,0.0402,135.957,0.731,1,0,0
Cuando Calienta El Sol,['Luis Miguel'],1987,62,236413,0.0738,0.686,0.868,0.0,0.287,-3.889,0.0504,125.768,0.557,1,0,0
L'italiano,['Toto Cutugno'],1983,62,236547,0.292,0.617,0.519,0.0,0.411,-11.411,0.0404,121.35,0.692,0,10,0
"Hearts On Fire - From ""Rocky IV"" Soundtrack",['John Cafferty'],1985,62,252920,0.0317,0.576,0.896,0.0,0.211,-8.026,0.04,136.586,0.617,1,7,0
En La Ciudad De La Furia - Remasterizado 2007,['Soda Stereo'],1988,62,346053,0.0816,0.611,0.803,0.855,0.0942,-6.022,0.0278,126.507,0.715,1,2,0
That's All - 2007 Remaster,['Genesis'],1983,62,265533,0.224,0.697,0.627,0.0138,0.06,-7.941,0.0328,87.695,0.797,0,4,0
"Ella, elle l'a - Remasterisé en 2004",['France Gall'],1987,62,291400,0.0504,0.702,0.76,0.00164,0.272,-5.87,0.0367,100.0,0.455,0,4,0
Animal,['Def Leppard'],1987,62,244560,0.00153,0.583,0.921,0.0178,0.188,-5.215,0.0468,119.526,0.613,1,11,0
Walk of Life,['Dire Straits'],1985,62,252467,0.435,0.461,0.936,9.13e-05,0.124,-6.866,0.109,172.404,0.804,1,4,0
Rastaman Live Up,['Bob Marley & The Wailers'],1983,62,327133,0.181,0.904,0.33,0.0254,0.0471,-11.117,0.124,130.688,0.7,1,0,0
Sommartider,['Gyllene Tider'],1982,62,202200,0.0973,0.84,0.707,0.0,0.27,-6.957,0.0514,129.532,0.697,1,9,0
Stone in Love,['Journey'],1981,62,265560,0.00472,0.488,0.871,0.000776,0.676,-9.447,0.0781,118.986,0.518,1,7,0
No Nos Vamos a Olvidar,['Bronco'],1987,62,215747,0.194,0.466,0.506,1.96e-06,0.338,-13.023,0.0284,77.422,0.696,1,7,0
867-5309 / Jenny,['Tommy Tutone'],1981,62,226200,0.0264,0.584,0.708,0.00364,0.112,-10.039,0.0593,137.657,0.564,1,5,0
I'm Your Man,['Wham!'],1986,62,243093,0.296,0.757,0.837,0.0,0.0567,-6.943,0.0508,132.152,0.592,1,2,0
Querida,['Juan Gabriel'],1984,62,328320,0.376,0.528,0.383,0.0,0.11,-11.17,0.0258,89.089,0.46,1,2,0
"Guitars, Cadillacs",['Dwight Yoakam'],1986,62,185240,0.26,0.581,0.917,0.179,0.141,-3.519,0.0746,171.663,0.86,1,9,0
Caray,['Juan Gabriel'],1981,62,229040,0.673,0.506,0.485,0.0,0.152,-12.083,0.04,207.081,0.957,1,2,0
Un Puño De Tierra,['Antonio Aguilar'],1988,62,188395,0.82,0.617,0.46,0.0,0.378,-8.586,0.0518,125.011,0.959,1,10,0
A Qué Le Tiramos,['Bronco'],1989,62,186787,0.421,0.519,0.494,0.0,0.107,-12.009,0.0387,148.592,0.658,0,6,0
Forever,['KISS'],1989,62,232640,0.254,0.435,0.666,1.4e-05,0.0541,-10.596,0.031,176.431,0.566,1,6,0
When the Children Cry,['White Lion'],1987,62,258547,0.665,0.493,0.236,0.0,0.0744,-13.638,0.0293,130.341,0.375,0,4,0
Love the One You're With,"['Crosby, Stills & Nash']",1980,61,184653,0.0675,0.609,0.489,0.0,0.101,-12.9,0.0383,97.163,0.132,1,0,0
Have a Drink on Me,['AC/DC'],1980,61,238467,0.00167,0.421,0.889,0.00838,0.654,-5.166,0.0545,122.424,0.424,1,2,0
Bust A Move,['Young MC'],1989,61,263914,0.0512,0.946,0.772,2.26e-06,0.0612,-7.537,0.121,116.972,0.743,0,4,0
A quién le importa,['Alaska Y Dinarama'],1986,61,205307,0.008,0.568,0.849,0.000343,0.145,-10.472,0.0338,130.746,0.809,1,7,0
While You See A Chance,['Steve Winwood'],1980,61,312773,0.36,0.602,0.732,0.000314,0.0755,-8.29,0.0282,129.355,0.411,1,2,0
Desire,['U2'],1988,61,179360,0.000212,0.49,0.827,0.00406,0.112,-9.481,0.0482,108.577,0.626,1,8,0
Sweet Little Mystery,['Wet Wet Wet'],1987,61,224933,0.408,0.711,0.581,0.0,0.0709,-14.108,0.0357,117.084,0.949,1,0,0
Kayleigh - 2017 Remaster,['Marillion'],1985,61,243560,0.247,0.585,0.567,0.0023,0.102,-8.35,0.0263,106.127,0.564,1,2,0
No One Like You,['Scorpions'],1982,61,237467,0.0203,0.505,0.631,2.21e-05,0.141,-10.433,0.038,118.178,0.835,0,9,0
I Know It's Over - 2011 Remaster,['The Smiths'],1986,61,349187,0.0847,0.407,0.424,0.0,0.234,-10.583,0.0318,113.311,0.404,1,0,0
Rio - 2009 Remaster,['Duran Duran'],1982,61,337333,0.0415,0.544,0.873,1.82e-05,0.0925,-7.425,0.0525,140.902,0.676,1,9,0
I Wanna Be Somebody,['W.A.S.P.'],1984,61,223533,0.000826,0.285,0.825,0.0,0.268,-7.049,0.0466,164.611,0.516,0,1,1
Héroe de leyenda,['Heroes Del Silencio'],1988,61,248987,0.313,0.698,0.605,0.000238,0.0783,-11.492,0.0302,134.092,0.8,0,9,0
Great Southern Land,['ICEHOUSE'],1982,61,317240,0.252,0.719,0.842,0.000218,0.0697,-5.603,0.0284,120.147,0.421,1,9,0
Your Love Is King,['Sade'],1984,61,219427,0.559,0.742,0.422,4.14e-05,0.0402,-6.797,0.0309,134.624,0.592,1,9,0
Je te donne,"['Jean-Jacques Goldman', 'Michael Jones']",1985,61,265400,0.287,0.459,0.776,0.0,0.159,-5.385,0.0359,122.004,0.749,1,0,0
I Would Die 4 U,['Prince'],1984,61,178987,0.0862,0.731,0.75,0.000388,0.202,-10.457,0.0321,135.406,0.639,1,2,0
Prófugos - Remasterizado 2007,['Soda Stereo'],1986,61,317613,0.00268,0.551,0.895,0.0403,0.299,-4.267,0.0391,127.223,0.359,0,4,0
Foolish Heart,['Steve Perry'],1984,61,219720,0.281,0.644,0.58,0.0,0.0652,-6.819,0.0226,96.475,0.591,1,11,0
Let's Stay Together - 2015 Remaster,['Tina Turner'],1984,61,316747,0.635,0.671,0.802,0.00069,0.119,-5.792,0.0691,104.401,0.492,0,8,0
Stuck With You,['Huey Lewis & The News'],1986,61,269573,0.0873,0.704,0.544,1.66e-05,0.041,-11.402,0.026,120.717,0.628,0,4,0
El Muchacho de los Ojos Tristes,['Jeanette'],1981,61,207147,0.47,0.689,0.408,3.06e-06,0.253,-11.779,0.0304,112.911,0.866,1,9,0
Ya Lo Sé Que Tú Te Vas,['Juan Gabriel'],1982,61,222947,0.63,0.394,0.276,0.00167,0.189,-13.785,0.0378,170.508,0.196,0,0,0
Sin Él,['Marisela'],1989,61,215627,0.733,0.57,0.259,9.5e-05,0.0905,-15.971,0.0346,141.512,0.323,1,6,0
Se Me Olvidó Otra Vez,['Juan Gabriel'],1986,61,178440,0.806,0.591,0.0881,0.0,0.21,-20.206,0.0472,82.648,0.302,1,9,0
Tonight I Celebrate My Love,"['Peabo Bryson', 'Roberta Flack']",1983,61,211000,0.803,0.482,0.211,1.36e-05,0.154,-14.518,0.0318,116.902,0.158,1,3,0
Lost In Love,['Air Supply'],1980,61,233867,0.425,0.583,0.316,5.67e-05,0.11,-19.292,0.0315,114.36,0.436,1,7,0
It's Raining Again,['Supertramp'],1982,61,264240,0.62,0.603,0.674,0.00261,0.26,-6.808,0.0295,121.261,0.559,1,10,0
Straight Up,['Paula Abdul'],1988,61,250032,0.267,0.769,0.826,0.0177,0.0638,-8.252,0.0624,95.862,0.762,1,7,0
Still Loving You,['Scorpions'],1984,61,387000,0.134,0.273,0.39,0.00174,0.183,-12.384,0.0317,103.955,0.0851,0,8,0
"Rasputin - 7"" Version",['Boney M.'],1984,61,220733,0.47,0.694,0.719,0.00121,0.44,-12.734,0.048,126.212,0.972,0,6,0
Mountain Song,"[""Jane's Addiction""]",1988,61,242720,0.0155,0.324,0.931,0.0252,0.277,-6.803,0.0837,82.748,0.313,1,9,0
Little Wing,['Stevie Ray Vaughan'],1984,61,408480,0.362,0.475,0.383,0.749,0.0728,-14.202,0.0375,114.709,0.524,1,1,0
I Don't Want A Lover,['Texas'],1989,61,300600,0.196,0.756,0.47,0.000487,0.126,-12.615,0.0394,120.484,0.43,1,7,0
I Will Survive - Rerecorded,['Gloria Gaynor'],1982,61,265027,0.00309,0.673,0.752,0.0,0.112,-7.978,0.0491,120.041,0.576,0,9,0
The Look Of Love - Pt. 1,['ABC'],1982,61,209160,0.11,0.731,0.91,0.000447,0.313,-4.559,0.0918,120.991,0.886,0,9,0
Dancing with Tears in My Eyes - Single Version / 2009 Remaster,['Ultravox'],1984,61,249493,0.0856,0.592,0.916,9.27e-05,0.161,-6.9,0.0482,144.262,0.886,1,9,0
Call Me,['Blondie'],1981,61,212893,0.0336,0.551,0.628,0.000194,0.151,-13.799,0.036,142.167,0.777,1,2,0
Everybody Needs Somebody to Love,['The Blues Brothers'],1980,61,203453,0.61,0.492,0.928,0.00259,0.368,-4.037,0.071,194.078,0.92,1,5,0
Holy Diver,['Dio'],1983,61,353787,0.0642,0.476,0.901,0.158,0.0557,-6.751,0.0975,91.955,0.109,1,8,0
Rainbow in the Dark,['Dio'],1983,61,256933,0.000692,0.512,0.947,0.114,0.0283,-5.659,0.0401,117.461,0.612,0,9,0
Just an Illusion,['Imagination'],1982,61,387867,0.295,0.752,0.549,0.115,0.0582,-10.532,0.0328,105.126,0.658,0,11,0
Close My Eyes Forever,"['Lita Ford', 'Ozzy Osbourne']",1988,61,283133,0.31,0.476,0.331,2.82e-06,0.172,-14.884,0.0305,130.574,0.24,1,5,0
Je te promets,['Johnny Hallyday'],1986,61,275907,0.633,0.444,0.199,0.0,0.214,-13.447,0.0418,113.894,0.129,1,0,0
Rock Me Amadeus - The Gold Mix,['Falco'],1985,61,202236,0.296,0.61,0.817,0.00336,0.0884,-9.45,0.133,176.737,0.889,0,4,0
(I'll Never Be) Maria Magdalena - Single Verison,['Sandra'],1987,61,239827,0.0992,0.613,0.559,0.0205,0.314,-14.127,0.0268,104.1,0.772,1,2,0
Master Blaster (Jammin'),['Stevie Wonder'],1980,61,307933,0.04,0.877,0.422,0.000406,0.182,-14.933,0.0546,131.103,0.97,0,10,0
Cherry Bomb,['John Mellencamp'],1987,61,287107,0.0509,0.744,0.945,1.41e-06,0.0435,-3.266,0.0286,113.882,0.961,1,7,0
Guitarras Blancas,['Los Enanitos Verdes'],1986,61,266827,0.0707,0.632,0.754,4.62e-05,0.14,-4.639,0.0385,145.066,0.792,1,8,0
The Sun Always Shines on T.V.,['a-ha'],1985,61,302400,0.0534,0.494,0.839,0.0706,0.253,-8.79,0.0647,126.329,0.219,0,9,0
Invisible Touch - 2007 Remaster,['Genesis'],1986,61,209587,0.339,0.659,0.878,0.000543,0.0731,-5.987,0.0298,131.037,0.843,1,0,0
I Melt with You,['Modern English'],1982,61,251573,0.000975,0.541,0.81,0.00158,0.0681,-11.745,0.0367,155.582,0.647,1,0,0
"Suite No.3 In D, BWV 1068: 2. Air","['Johann Sebastian Bach', 'David Bell', 'Berliner Philharmoniker', 'Herbert von Karajan']",1984,61,365147,0.918,0.0753,0.07,0.947,0.146,-27.272,0.044,79.801,0.0625,1,2,0
China Girl - 2018 Remaster,['David Bowie'],1983,61,333817,0.039,0.651,0.699,0.0659,0.124,-7.867,0.0277,133.793,0.832,0,4,0
Police In Helicopter,['John Holt'],1983,61,219160,0.0331,0.686,0.652,8.34e-06,0.0578,-7.586,0.111,141.185,0.503,0,9,0
Never Tear Us Apart,['INXS'],1987,61,185694,0.0518,0.665,0.686,0.000176,0.174,-5.849,0.0268,96.848,0.275,1,0,0
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),['John Mellencamp'],1985,61,174360,0.00943,0.432,0.958,2.79e-06,0.227,-4.009,0.0819,164.018,0.874,1,9,0
Asi Fue,['Isabel Pantoja'],1988,61,325467,0.322,0.733,0.319,8.18e-06,0.2,-11.585,0.0298,110.002,0.466,1,7,0
Dreams,['Fleetwood Mac'],1988,61,254453,0.139,0.823,0.338,0.00129,0.5,-15.899,0.0413,120.473,0.785,1,0,0
Flor De Capomo,['Carlos Y Jose'],1981,61,168973,0.0902,0.772,0.289,0.00158,0.0591,-15.144,0.042,110.686,0.938,1,7,0
Nightshift,['Commodores'],1985,61,306560,0.62,0.727,0.559,0.0114,0.0629,-10.194,0.0392,105.06,0.393,1,8,0
Madhouse,['Anthrax'],1985,61,259760,0.0242,0.325,0.885,0.00432,0.735,-10.661,0.0904,163.578,0.482,1,9,0
Just Can't Get Enough - 2006 Remaster,['Depeche Mode'],1981,61,222760,0.41,0.765,0.766,0.0527,0.177,-9.374,0.0348,128.177,0.923,1,0,0
These Dreams,"['Heart', 'Ann Wilson']",1985,61,254476,0.508,0.535,0.532,0.0,0.0868,-9.865,0.0291,79.106,0.3,1,11,0
Talking In Your Sleep,['The Romantics'],1983,61,235093,0.0289,0.72,0.967,0.000345,0.142,-4.434,0.0343,129.766,0.977,0,9,0
Fade To Grey,['Visage'],1980,61,239360,0.000315,0.604,0.416,0.0165,0.0897,-17.154,0.0372,112.338,0.512,0,2,0
Legs - 2008 Remaster,['ZZ Top'],1983,61,273907,0.00957,0.611,0.946,0.0708,0.36,-5.357,0.0378,125.398,0.763,1,4,0
Centro Di Gravità Permanente - Remastered,['Franco Battiato'],1981,61,239187,0.262,0.704,0.707,4.41e-06,0.039,-7.33,0.0321,131.015,0.717,1,0,0
Always,['Atlantic Starr'],1987,61,288493,0.399,0.606,0.534,0.000973,0.356,-6.758,0.0256,130.945,0.328,1,7,0
Holiday in Cambodia,['Dead Kennedys'],1987,61,224867,0.00344,0.133,0.927,0.00044,0.0915,-5.371,0.0741,197.708,0.5,1,7,0
Venezia,['Hombres G'],1985,61,270680,0.224,0.581,0.826,0.00128,0.0506,-5.603,0.0816,168.561,0.573,1,1,0
Rock the Night,['Europe'],1986,61,247307,0.0425,0.57,0.931,0.0,0.375,-5.78,0.0503,105.37,0.401,0,4,0
Perdóname,['Camilo Sesto'],1980,61,232360,0.27,0.378,0.567,1.6e-06,0.302,-6.591,0.032,133.343,0.333,1,2,0
Someone Like You,['Van Morrison'],1987,61,249627,0.382,0.474,0.351,0.00108,0.0802,-8.296,0.0286,140.804,0.235,1,7,0
"Baby, I Love You",['Ramones'],1980,61,224560,0.202,0.735,0.653,0.000307,0.0802,-5.533,0.0269,107.779,0.93,1,8,0
Heaven Knows I'm Miserable Now - 2011 Remaster,['The Smiths'],1987,61,215760,0.028,0.609,0.759,0.0,0.183,-4.862,0.0276,114.045,0.774,1,6,0
Un Buen Perdedor,['Franco De Vita'],1984,61,242286,0.423,0.424,0.439,0.0,0.393,-12.446,0.0412,125.168,0.195,1,0,0
Yo Te Necesito,['Los Bukis'],1984,61,178240,0.281,0.432,0.643,0.0,0.08,-9.168,0.0533,181.519,0.773,1,9,0
"De Do Do Do, De Da Da Da",['The Police'],1980,61,247293,0.06,0.78,0.523,0.0629,0.24,-8.884,0.051,147.86,0.855,1,9,0
Time After Time,['Cyndi Lauper'],1983,61,241160,0.512,0.728,0.454,1.39e-06,0.0831,-9.281,0.0278,130.368,0.323,1,0,0
Panic - 2011 Remaster,['The Smiths'],1987,61,140507,0.0175,0.53,0.861,0.0177,0.0857,-4.67,0.0372,130.476,0.844,1,7,0
Something About You - Single Version,['Level 42'],1989,61,223440,0.0319,0.707,0.568,0.0298,0.055,-13.52,0.0291,105.326,0.877,0,6,0
Same Ol' Situation (S.O.S.),['Mötley Crüe'],1989,61,253120,0.041,0.497,0.98,2.33e-05,0.28,-4.406,0.13,139.673,0.237,1,2,0
Everywhere,['Fleetwood Mac'],1988,61,222733,0.218,0.69,0.54,0.00657,0.115,-10.516,0.0317,114.846,0.764,1,4,0
If Heaven Ain't A Lot Like Dixie,"['Hank Williams, Jr.']",1982,61,164600,0.266,0.729,0.553,0.0,0.0809,-8.983,0.085,78.085,0.935,1,5,0
Born To Be My Baby,['Bon Jovi'],1988,61,280107,0.0089,0.534,0.959,0.0,0.347,-4.289,0.0379,131.278,0.756,1,7,0
I Feel for You,['Chaka Khan'],1984,61,343400,0.0145,0.698,0.912,0.0222,0.279,-8.993,0.0675,124.916,0.797,1,11,0
Shot in the Dark,['Ozzy Osbourne'],1986,61,256293,0.00835,0.581,0.791,6.02e-05,0.142,-7.262,0.0324,123.887,0.619,1,6,0
Cool Down The Pace,['Gregory Isaacs'],1982,61,317360,0.122,0.87,0.299,0.0514,0.0926,-13.409,0.248,75.895,0.933,1,10,0
Abracadabra,['Steve Miller Band'],1982,61,308373,0.0749,0.791,0.535,1.96e-06,0.156,-13.261,0.0355,127.488,0.963,0,9,0
