name,artists,year,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,explicit
Every Breath You Take,['The Police'],1983,83,253920,0.543,0.82,0.452,0.00294,0.0714,-9.796,0.0348,117.401,0.74,1,1,0
Take on Me,['a-ha'],1985,83,225280,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,0.876,0,6,0
Africa,['TOTO'],1982,83,295893,0.257,0.671,0.373,7.95e-05,0.0481,-18.064,0.0323,92.717,0.732,1,9,0
Livin' On A Prayer,['Bon Jovi'],1986,83,249293,0.0778,0.532,0.887,0.000214,0.294,-3.757,0.0335,122.511,0.795,1,0,0
Back In Black,['AC/DC'],1980,82,255493,0.011,0.31,0.7,0.00965,0.0828,-5.678,0.047,188.386,0.763,1,9,0
Summer Of '69,['Bryan Adams'],1984,81,216053,0.0183,0.508,0.834,0.0,0.0732,-6.205,0.0386,139.131,0.774,1,2,0
Everybody Wants To Rule The World,['Tears For Fears'],1985,81,251489,0.347,0.645,0.795,0.00389,0.104,-12.095,0.0527,112.067,0.535,1,7,0
Billie Jean,['Michael Jackson'],1982,81,293827,0.0236,0.92,0.654,0.0158,0.0359,-3.051,0.0401,117.046,0.847,0,11,0
Sweet Dreams (Are Made of This) - Remastered,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1983,81,216933,0.225,0.692,0.711,0.0,0.12,-7.498,0.0317,125.135,0.875,0,0,0
I Wanna Dance with Somebody (Who Loves Me),['Whitney Houston'],1987,81,291293,0.207,0.709,0.824,0.000307,0.0888,-8.824,0.0453,118.814,0.867,1,1,0
You Give Love A Bad Name,['Bon Jovi'],1986,80,222707,0.0663,0.541,0.96,2.25e-06,0.344,-2.947,0.0505,122.803,0.812,0,0,0
I'm Still Standing,['Elton John'],1983,80,183440,0.356,0.504,0.904,0.121,0.14,-6.863,0.179,176.808,0.772,1,6,0
Don't Stop Believin',['Journey'],1981,80,250987,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,118.852,0.514,1,4,0
Free Fallin',['Tom Petty'],1989,79,256000,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,84.383,0.572,1,5,0
Wake Me up Before You Go-Go,['Wham!'],1984,79,231333,0.272,0.62,0.574,0.0,0.0607,-11.893,0.0421,81.548,0.9,1,0,0
You Shook Me All Night Long,['AC/DC'],1980,79,210173,0.00287,0.532,0.767,0.000513,0.39,-5.509,0.0574,127.361,0.755,1,7,0
With Or Without You - Remastered,['U2'],1987,79,295516,0.000202,0.54,0.429,0.355,0.141,-11.822,0.0285,110.171,0.113,1,2,0
Walking On Sunshine,['Katrina & The Waves'],1985,78,238733,0.0116,0.596,0.869,0.173,0.0678,-11.97,0.037,109.902,0.944,1,10,0
Fast Car,['Tracy Chapman'],1988,78,296800,0.313,0.711,0.292,0.0,0.131,-15.523,0.037,103.951,0.194,0,4,0
Jump - 2015 Remaster,['Van Halen'],1984,78,241600,0.171,0.572,0.835,0.000376,0.0702,-6.219,0.0317,129.994,0.796,1,0,0
Break My Stride,['Matthew Wilder'],1983,78,184480,0.195,0.917,0.588,0.0,0.0914,-11.047,0.0607,110.077,0.828,1,10,0
Should I Stay or Should I Go - Remastered,['The Clash'],1982,78,188987,0.079,0.742,0.833,0.0,0.384,-6.463,0.115,113.375,0.816,1,2,0
You Make My Dreams (Come True),['Daryl Hall & John Oates'],1980,78,190627,0.234,0.75,0.501,0.112,0.0467,-12.151,0.0552,167.06,0.902,1,5,0
I Want to Know What Love Is - 1999 Remaster,['Foreigner'],1984,78,304787,0.193,0.477,0.471,1.76e-06,0.131,-10.036,0.0277,81.204,0.423,1,6,0
Could You Be Loved,['Bob Marley & The Wailers'],1980,78,237000,0.36,0.916,0.72,0.00016,0.0958,-8.548,0.1,103.312,0.76,1,0,0
You Can't Hurry Love - 2016 Remaster,['Phil Collins'],1982,77,175747,0.0261,0.62,0.936,0.0,0.0679,-4.593,0.0308,97.527,0.763,1,7,0
Girls Just Want to Have Fun,['Cyndi Lauper'],1983,77,238267,0.22,0.71,0.799,0.000602,0.349,-4.897,0.0328,120.372,0.725,1,6,0
Everywhere - 2017 Remaster,['Fleetwood Mac'],1987,77,226653,0.258,0.73,0.487,0.01,0.0852,-10.991,0.0303,114.965,0.731,1,4,0
Beat It - Single Version,['Michael Jackson'],1982,77,258040,0.0491,0.779,0.867,7.98e-06,0.197,-3.704,0.0457,138.858,0.915,0,3,0
Dancing In the Dark,['Bruce Springsteen'],1984,77,241307,0.0115,0.527,0.942,0.0,0.188,-5.64,0.0366,148.723,0.495,0,1,0
Uptown Girl,['Billy Joel'],1983,77,197707,0.0747,0.701,0.943,0.0,0.601,-2.986,0.0456,128.992,0.791,1,4,0
The Boys Of Summer,['Don Henley'],1984,77,288733,0.501,0.516,0.549,0.00572,0.184,-13.741,0.0373,176.941,0.907,1,6,0
Crazy Train,['Ozzy Osbourne'],1980,77,296200,0.361,0.453,0.906,0.000569,0.26,-4.001,0.115,137.575,0.473,1,9,0
Start Me Up - Remastered,['The Rolling Stones'],1981,77,213067,0.0436,0.631,0.932,0.137,0.0918,-4.142,0.0354,122.429,0.971,1,5,0
In The Air Tonight - 2015 Remastered,['Phil Collins'],1981,77,336453,0.551,0.446,0.239,4.1e-06,0.0697,-13.945,0.0316,189.507,0.298,1,0,0
I Still Haven't Found What I'm Looking For,['U2'],1987,76,277477,0.0135,0.564,0.774,0.00191,0.0861,-9.424,0.0368,100.894,0.657,1,1,0
Kickstart My Heart,['Mötley Crüe'],1989,76,282920,0.00169,0.361,0.97,0.00163,0.357,-4.817,0.284,179.017,0.254,0,7,0
We Built This City,['Starship'],1985,76,296080,0.052,0.661,0.908,0.0,0.0708,-4.897,0.039,144.091,0.656,1,5,0
Heaven,['Bryan Adams'],1984,76,243360,0.0465,0.382,0.589,0.0,0.122,-7.315,0.0267,140.059,0.335,0,9,0
You Can Call Me Al,['Paul Simon'],1986,76,280000,0.182,0.776,0.763,0.0065,0.077,-8.124,0.0535,128.433,0.82,1,5,0
Come On Eileen,['Dexys Midnight Runners'],1982,76,287307,0.664,0.45,0.656,3.02e-06,0.259,-7.049,0.0472,106.61,0.782,1,2,0
Born in the U.S.A.,['Bruce Springsteen'],1984,76,278680,0.000373,0.398,0.952,7.75e-05,0.1,-6.042,0.061,122.093,0.584,1,4,0
Eye of the Tiger,['Survivor'],1985,76,245640,0.132,0.817,0.599,0.000311,0.0873,-9.249,0.0328,108.873,0.548,0,0,0
Nothing's Gonna Stop Us Now,['Starship'],1987,76,270333,0.0298,0.643,0.801,0.0,0.0719,-4.921,0.0228,95.988,0.534,1,6,0
Ahora Te Puedes Marchar,['Luis Miguel'],1987,76,191973,0.148,0.78,0.877,2.36e-06,0.0627,-3.683,0.0427,133.263,0.909,0,6,0
9 to 5,['Dolly Parton'],1980,76,162467,0.416,0.554,0.783,1.54e-06,0.631,-5.852,0.0457,105.39,0.813,1,6,0
The Final Countdown,['Europe'],1986,75,310333,0.0628,0.536,0.844,0.00084,0.0608,-6.918,0.058,117.652,0.185,0,6,0
Don't You (Forget About Me),['Simple Minds'],1985,75,263040,0.168,0.66,0.816,0.0181,0.0608,-6.61,0.0299,111.346,0.678,1,2,0
La Incondicional,['Luis Miguel'],1988,75,257027,0.237,0.374,0.727,0.0,0.134,-4.352,0.0309,155.127,0.283,1,10,0
Smooth Criminal - 2012 Remaster,['Michael Jackson'],1987,75,257760,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,118.193,0.595,1,8,0
Right Here Waiting,['Richard Marx'],1989,75,264333,0.8,0.395,0.252,0.0,0.101,-13.589,0.0301,177.679,0.126,1,0,0
Purple Rain,['Prince'],1984,75,520787,0.0353,0.367,0.452,0.00228,0.689,-10.422,0.0307,113.066,0.189,1,10,0
Jack & Diane,['John Mellencamp'],1982,75,254493,0.0365,0.811,0.41,6.63e-06,0.0799,-8.214,0.0391,103.965,0.626,1,9,0
Faith - Remastered,['George Michael'],1987,75,193200,0.0094,0.887,0.48,3.58e-05,0.0662,-11.994,0.117,95.846,0.607,1,11,0
Listen To Your Heart,['Roxette'],1988,74,328093,0.108,0.539,0.583,0.0,0.111,-4.935,0.0275,86.063,0.337,0,1,0
The Lady In Red,['Chris de Burgh'],1986,74,256173,0.332,0.548,0.294,3.34e-06,0.0392,-17.112,0.0333,76.698,0.491,1,10,0
Ace of Spades,['Motörhead'],1980,74,165907,0.00242,0.317,0.981,0.00677,0.0852,-7.102,0.174,140.079,0.234,1,6,0
Sweet Child O' Mine,"[""Guns N' Roses""]",1987,74,356067,0.0901,0.446,0.952,0.0857,0.112,-5.321,0.0523,125.303,0.624,1,6,0
Sharp Dressed Man - 2008 Remaster,['ZZ Top'],1983,74,258027,0.000359,0.601,0.859,0.00124,0.0871,-5.263,0.0276,125.145,0.446,1,5,0
Pour Some Sugar On Me - Remastered 2017,['Def Leppard'],1987,74,267307,0.00211,0.267,0.953,0.0,0.283,-4.899,0.096,84.989,0.568,0,1,0
We Didn't Start the Fire,['Billy Joel'],1989,74,287733,0.0771,0.712,0.967,0.0,0.356,-5.206,0.047,145.024,0.895,1,7,0
I Won't Back Down,['Tom Petty'],1989,74,178360,0.0504,0.765,0.476,2.76e-06,0.165,-13.487,0.0329,114.02,0.965,1,7,0
I'm On Fire,['Bruce Springsteen'],1984,74,155880,0.589,0.62,0.446,0.0299,0.0727,-14.451,0.0347,88.591,0.868,0,1,0
Maniac,['Michael Sembello'],1983,74,244707,0.0891,0.617,0.533,4.04e-06,0.0415,-11.516,0.0651,158.86,0.835,0,3,0
Wanted Dead Or Alive,['Bon Jovi'],1986,74,308667,0.13,0.252,0.802,0.0146,0.309,-3.976,0.0391,150.056,0.253,1,7,0
Maneater,['Daryl Hall & John Oates'],1982,74,273173,0.0406,0.723,0.499,9.44e-05,0.0761,-13.082,0.0421,88.825,0.828,0,11,0
Panama - 2015 Remaster,['Van Halen'],1984,74,210227,0.00124,0.527,0.978,4.75e-05,0.0744,-5.436,0.109,141.169,0.463,1,8,0
Can't Fight This Feeling,['REO Speedwagon'],1984,74,294773,0.155,0.408,0.48,1.82e-05,0.0877,-11.017,0.0266,156.344,0.19,1,9,0
Another Day in Paradise - 2016 Remaster,['Phil Collins'],1989,74,322133,0.736,0.78,0.565,0.00269,0.063,-7.32,0.0306,101.967,0.365,0,3,0
Don't You Want Me,['The Human League'],1981,74,236920,0.184,0.731,0.738,0.0,0.214,-8.125,0.0377,117.656,0.958,0,9,0
99 Luftballons,['Nena'],1983,74,232467,0.103,0.575,0.555,1.3e-06,0.111,-7.495,0.0453,95.361,0.504,1,4,0
Where Is My Mind?,['Pixies'],1988,74,236973,0.0157,0.518,0.436,0.000621,0.079,-14.134,0.0349,80.88,0.27,1,4,0
Redemption Song,['Bob Marley & The Wailers'],1980,73,233560,0.608,0.671,0.256,0.0,0.0737,-10.743,0.0387,115.871,0.694,1,7,0
Rebel Yell,['Billy Idol'],1983,73,288533,0.000753,0.53,0.864,0.000459,0.354,-4.948,0.061,166.312,0.484,0,4,0
Culpable O No - Miénteme Como Siempre,['Luis Miguel'],1988,73,237240,0.0367,0.54,0.367,0.0,0.0433,-14.238,0.0277,70.276,0.252,1,0,0
Karma Chameleon - Remastered,['Culture Club'],1983,73,252773,0.225,0.668,0.73,0.0,0.188,-7.182,0.0366,92.049,0.894,1,10,0
Eye of the Tiger,['Survivor'],1982,73,243773,0.216,0.815,0.438,0.000466,0.0787,-14.522,0.0346,108.965,0.552,0,0,0
Fuck Tha Police,['N.W.A.'],1988,73,345717,0.0193,0.859,0.75,0.0,0.0538,-8.325,0.303,98.691,0.857,0,8,1
Every Little Thing She Does Is Magic,['The Police'],1981,73,260573,0.121,0.558,0.768,0.0626,0.124,-9.997,0.0343,81.909,0.429,1,2,0
Buffalo Soldier,['Bob Marley & The Wailers'],1983,73,255840,0.142,0.929,0.463,5.26e-06,0.0634,-8.651,0.308,124.084,0.757,1,9,0
We're Not Gonna Take It,['Twisted Sister'],1984,73,219667,0.0127,0.502,0.924,0.0,0.162,-6.299,0.0503,149.186,0.922,1,4,0
Alone,['Heart'],1987,73,218733,0.638,0.418,0.452,0.00026,0.0959,-13.099,0.0356,175.088,0.168,1,1,0
The Way You Make Me Feel - 2012 Remaster,['Michael Jackson'],1987,73,298120,0.0544,0.877,0.854,5.5e-05,0.144,-4.523,0.147,114.472,0.54,1,1,0
You're the Inspiration - 2006 Remaster,['Chicago'],1984,73,229240,0.368,0.583,0.602,0.0,0.22,-6.364,0.0274,74.008,0.388,1,11,0
Time After Time,['Cyndi Lauper'],1983,73,241333,0.487,0.726,0.449,1.34e-06,0.0824,-9.206,0.0286,130.388,0.294,1,0,0
There Is a Light That Never Goes Out - 2011 Remaster,['The Smiths'],1986,73,244587,0.04,0.523,0.769,0.0,0.136,-5.855,0.0269,136.162,0.876,1,4,0
Kiss,['Prince'],1986,73,226240,0.0135,0.898,0.271,0.00138,0.0461,-12.238,0.091,111.485,0.742,1,7,0
I Love Rock 'N Roll,['Joan Jett & The Blackhearts'],1981,73,175173,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,94.379,0.901,1,4,0
Let's Groove,"['Earth, Wind & Fire']",1981,73,339320,0.121,0.869,0.648,2.17e-05,0.126,-8.698,0.0633,125.035,0.9,0,11,0
Sacrifice,['Elton John'],1989,73,304133,0.0165,0.756,0.422,0.00183,0.0368,-12.967,0.0292,112.751,0.487,0,11,0
Another One Bites The Dust - Remastered 2011,['Queen'],1980,73,214653,0.112,0.933,0.528,0.329,0.163,-6.472,0.162,109.975,0.756,0,5,0
Forever Young,['Alphaville'],1984,73,226706,0.42,0.489,0.483,0.0028,0.236,-9.466,0.0275,136.822,0.333,0,9,0
Paradise City,"[""Guns N' Roses""]",1987,72,405600,0.0192,0.268,0.98,0.00709,0.182,-5.958,0.103,100.315,0.395,1,11,0
Any Way You Want It,['Journey'],1980,72,201693,0.00251,0.529,0.932,0.00109,0.136,-7.501,0.0488,138.158,0.571,1,7,0
Under Pressure - Remastered,"['Queen', 'David Bowie']",1982,72,248440,0.422,0.671,0.711,0.0,0.104,-7.813,0.0478,113.809,0.466,1,2,0
Hungry Like the Wolf - 2009 Remaster,['Duran Duran'],1982,72,220627,0.0433,0.691,0.812,1.16e-06,0.299,-7.772,0.0558,127.568,0.685,1,0,0
Rock the Casbah - Remastered,['The Clash'],1982,72,222427,0.287,0.796,0.872,0.0,0.284,-6.722,0.0573,129.894,0.866,0,9,0
If You Don't Know Me by Now - 2008 Remaster,['Simply Red'],1989,72,204000,0.492,0.638,0.352,0.0,0.105,-9.266,0.0268,94.173,0.204,1,10,0
Shoot to Thrill,['AC/DC'],1980,72,317427,0.000239,0.457,0.904,0.0879,0.396,-5.303,0.0747,141.038,0.48,1,2,0
Ramblin' Man,['The Allman Brothers Band'],1989,72,288507,0.462,0.349,0.692,0.00266,0.197,-11.691,0.0338,179.396,0.952,1,1,0
How Will I Know,['Whitney Houston'],1985,72,275533,0.201,0.832,0.544,0.000139,0.632,-12.697,0.0442,119.49,0.928,1,6,0
Baby Can I Hold You,['Tracy Chapman'],1988,72,193120,0.0811,0.692,0.422,0.0,0.0848,-10.533,0.0333,74.375,0.468,1,2,0
Sexual Healing,['Marvin Gaye'],1982,72,238600,0.119,0.805,0.601,0.000129,0.0581,-9.7,0.0579,94.382,0.746,0,0,0
Welcome To The Jungle,"[""Guns N' Roses""]",1987,72,273480,0.0195,0.453,0.987,0.283,0.268,-4.485,0.0889,123.544,0.316,1,8,0
Centerfold,['The J. Geils Band'],1981,72,216533,0.249,0.653,0.677,0.0,0.403,-12.244,0.0396,114.37,0.888,1,0,0
Rosanna,['TOTO'],1982,72,331200,0.0213,0.384,0.512,0.000139,0.205,-13.035,0.0358,78.442,0.739,0,7,0
Little Lies - 2017 Remaster,['Fleetwood Mac'],1987,72,221053,0.216,0.64,0.649,8.3e-05,0.0551,-10.345,0.0264,124.825,0.865,1,2,0
Don't Dream It's Over,['Crowded House'],1986,72,236933,0.0148,0.439,0.422,4.84e-05,0.0697,-17.227,0.0409,81.833,0.551,1,8,0
You Spin Me Round (Like a Record),['Dead Or Alive'],1985,72,199667,0.0308,0.567,0.943,0.0966,0.544,-7.992,0.0387,128.207,0.965,0,6,0
Your Love,['The Outfield'],1985,72,216467,0.121,0.579,0.654,3.62e-06,0.0673,-12.421,0.0553,129.537,0.616,0,1,0
"Footloose - From ""Footloose"" Soundtrack",['Kenny Loggins'],1984,72,226827,0.0984,0.583,0.905,0.00019,0.0593,-6.132,0.0733,173.982,0.646,1,2,0
Sunday Bloody Sunday - Remastered 2008,['U2'],1983,72,279440,0.402,0.543,0.944,0.000564,0.0373,-7.495,0.0543,101.174,0.735,1,6,0
Hells Bells,['AC/DC'],1980,72,312293,0.00532,0.389,0.873,0.0055,0.273,-4.768,0.0475,106.767,0.303,0,4,0
If I Could Turn Back Time,['Cher'],1989,72,239827,0.243,0.658,0.575,0.0,0.122,-10.365,0.0267,108.329,0.504,1,11,0
Vasos Vacíos - Remasterizado 2008,['Los Fabulosos Cadillacs'],1988,72,279987,0.346,0.708,0.672,1.97e-05,0.382,-5.538,0.0352,134.635,0.963,1,7,0
Smalltown Boy,['Bronski Beat'],1984,72,302413,0.288,0.685,0.584,0.00918,0.124,-10.616,0.0276,134.546,0.939,0,5,0
Tom Sawyer,['Rush'],1981,72,276880,0.00145,0.536,0.901,0.0186,0.06,-7.211,0.0374,87.559,0.666,1,9,0
Keep on Loving You,['REO Speedwagon'],1980,72,200293,0.0519,0.306,0.722,0.0,0.117,-5.963,0.034,174.732,0.41,1,0,0
This Charming Man - 2011 Remaster,['The Smiths'],1984,72,162920,0.00509,0.611,0.846,0.0,0.0784,-5.9,0.0436,103.912,0.751,1,11,0
Every Rose Has Its Thorn - Remastered 2003,['Poison'],1988,72,260173,0.16,0.533,0.637,1.12e-05,0.369,-5.571,0.0323,140.167,0.292,1,6,0
(I Just) Died In Your Arms,['Cutting Crew'],1986,72,280400,0.0158,0.625,0.726,0.000169,0.0625,-11.402,0.0444,124.945,0.507,0,11,0
Glory of Love,['Peter Cetera'],1986,72,258120,0.0778,0.518,0.585,2.43e-06,0.31,-8.485,0.0279,144.998,0.312,1,5,0
"Girls, Girls, Girls",['Mötley Crüe'],1987,71,270427,0.0296,0.6,0.931,7.1e-05,0.392,-4.647,0.0734,140.123,0.542,1,7,0
American Pie,['Don McLean'],1988,71,515867,0.6,0.526,0.509,0.0,0.144,-10.893,0.0628,138.318,0.497,1,7,0
Straight Outta Compton,['N.W.A.'],1988,71,258688,0.0461,0.834,0.878,0.0,0.334,-9.484,0.15,102.848,0.418,1,8,1
Bette Davis Eyes,['Kim Carnes'],1981,71,228000,0.0204,0.675,0.649,0.0,0.0959,-10.271,0.0319,116.624,0.596,1,5,0
"Holding Out for a Hero - From ""Footloose"" Soundtrack",['Bonnie Tyler'],1986,71,348333,0.0243,0.615,0.683,1.08e-05,0.0491,-15.29,0.04,150.057,0.896,0,9,0
Hurts So Good,['John Mellencamp'],1982,71,218960,0.042,0.785,0.737,0.000107,0.108,-5.306,0.0363,125.447,0.971,1,9,0
Devuélveme a mi chica,['Hombres G'],1985,71,194867,0.0031,0.603,0.843,0.0337,0.445,-7.597,0.0557,172.676,0.503,0,9,0
Te quiero,['Hombres G'],1985,71,225760,0.0029,0.736,0.711,0.000275,0.0948,-5.503,0.0352,112.309,0.719,1,2,0
Black Velvet,['Alannah Myles'],1989,71,287440,0.273,0.754,0.366,9.04e-05,0.106,-10.07,0.0312,91.147,0.469,1,8,0
Your Love,['The Outfield'],1985,71,221840,0.103,0.555,0.757,1.16e-06,0.0631,-7.868,0.0601,129.607,0.582,0,1,0
Shout,['Tears For Fears'],1985,71,393667,0.174,0.511,0.942,1.87e-05,0.139,-10.407,0.0429,97.909,0.498,1,0,0
She Drives Me Crazy,['Fine Young Cannibals'],1988,71,215773,0.193,0.799,0.687,0.000188,0.0307,-5.682,0.0431,108.804,0.965,1,2,0
La Muralla Verde,['Los Enanitos Verdes'],1986,71,161800,0.0653,0.724,0.856,1.85e-06,0.354,-6.119,0.0283,129.794,0.891,0,8,0
"Say You, Say Me",['Lionel Richie'],1986,71,241067,0.355,0.636,0.405,0.0,0.0804,-11.113,0.0287,128.068,0.257,1,8,0
Jessie's Girl,['Rick Springfield'],1981,71,194120,0.164,0.727,0.832,0.0,0.105,-5.851,0.05,131.703,0.822,1,2,0
Englishman In New York,['Sting'],1987,71,267267,0.396,0.674,0.347,1.05e-05,0.0916,-17.707,0.0364,102.013,0.647,1,9,0
Gypsy,['Fleetwood Mac'],1988,71,264907,0.017,0.622,0.54,0.00771,0.265,-13.99,0.0261,130.879,0.847,1,5,0
Dude (Looks Like A Lady),['Aerosmith'],1987,71,265773,0.435,0.54,0.982,3.37e-05,0.0457,-2.962,0.0458,126.294,0.91,0,4,0
P.Y.T. (Pretty Young Thing),['Michael Jackson'],1982,71,238733,0.23,0.888,0.815,0.000424,0.127,-4.909,0.0404,127.273,0.961,0,11,0
Poison,['Alice Cooper'],1989,71,270080,0.0327,0.28,0.908,8.85e-06,0.18,-5.509,0.109,118.698,0.26,0,2,0
Addicted To Love,"['Robert Palmer', ""Eric 'ET' Thorngren""]",1985,71,363640,0.382,0.702,0.578,5.89e-06,0.0425,-13.415,0.031,111.617,0.975,1,2,0
Raspberry Beret,['Prince'],1985,71,215173,0.21,0.761,0.67,0.000426,0.0685,-12.759,0.0438,120.752,0.91,1,2,0
When Doves Cry,['Prince'],1984,71,352906,0.0102,0.729,0.989,4.45e-05,0.443,-4.613,0.049,126.47,0.84,0,9,0
Relax,['Frankie Goes To Hollywood'],1984,71,236800,0.326,0.676,0.695,1.09e-05,0.0462,-13.395,0.0392,114.93,0.691,0,11,0
You Shook Me All Night Long,['AC/DC'],1986,70,210880,0.00224,0.529,0.768,0.000685,0.297,-5.51,0.0566,127.316,0.769,1,7,0
Home Sweet Home,['Mötley Crüe'],1985,70,240933,0.0999,0.403,0.777,3.28e-06,0.124,-6.416,0.0354,76.329,0.149,1,5,0
Drive,['The Cars'],1984,70,234493,0.124,0.582,0.606,0.00139,0.151,-9.961,0.0289,111.441,0.504,1,6,0
Waiting for a Girl like You,['Foreigner'],1981,70,292067,0.31,0.33,0.469,2.3e-06,0.0402,-9.286,0.0335,201.327,0.433,0,10,0
Like a Virgin,['Madonna'],1984,70,218627,0.202,0.773,0.656,0.00323,0.0697,-10.88,0.0381,119.754,0.971,0,3,0
It's My Life - 1997 Remaster,['Talk Talk'],1984,70,232400,0.197,0.627,0.802,0.784,0.404,-8.432,0.0348,126.283,0.867,1,0,0
Missing You,['John Waite'],1984,70,269760,0.052,0.552,0.552,0.0,0.046,-9.736,0.0364,208.571,0.593,0,11,0
I Think We're Alone Now,['Tiffany'],1987,70,228840,0.025,0.752,0.723,0.00354,0.0212,-12.126,0.0507,130.519,0.94,1,7,0
Woman,['John Lennon'],1980,70,212933,0.378,0.588,0.656,0.00227,0.042,-6.373,0.0224,79.701,0.746,1,3,0
This Must Be the Place (Naive Melody) - 2005 Remaster,['Talking Heads'],1983,70,296147,0.331,0.942,0.641,0.179,0.028,-10.15,0.0333,114.443,0.966,1,7,0
White Wedding - Pt. 1,['Billy Idol'],1982,70,252200,0.0133,0.673,0.814,0.00293,0.343,-5.411,0.0367,147.193,0.728,1,9,0
I'm Gonna Be (500 Miles),['The Proclaimers'],1988,70,219467,0.151,0.851,0.551,0.0,0.0827,-5.177,0.0396,131.922,0.807,1,4,0
Carrie,['Europe'],1986,70,272133,0.113,0.457,0.487,2.37e-06,0.358,-7.112,0.0266,136.596,0.139,1,7,0
I'm So Excited,['The Pointer Sisters'],1982,70,230640,0.0962,0.59,0.868,0.000322,0.442,-5.832,0.048,184.348,0.798,0,5,0
Once in a Lifetime - 2005 Remaster,['Talking Heads'],1980,70,259907,0.181,0.644,0.919,0.134,0.622,-6.289,0.0561,117.459,0.871,1,2,0
Just the Two of Us (feat. Bill Withers),"['Grover Washington, Jr.', 'Bill Withers']",1985,70,237106,0.576,0.803,0.488,0.0609,0.0763,-9.303,0.0803,95.771,0.624,1,1,0
Heart Of Glass - Special Mix,['Blondie'],1981,70,275733,0.015,0.694,0.577,0.00836,0.0853,-14.63,0.0308,114.478,0.845,1,4,0
Never Too Much,['Luther Vandross'],1981,70,230467,0.125,0.734,0.583,0.0,0.0367,-11.866,0.129,109.935,0.76,1,2,0
Love Shack,"[""The B-52's""]",1989,70,321573,0.0325,0.715,0.817,1.61e-06,0.851,-6.227,0.0532,133.858,0.871,0,5,0
I Wanna Rock,['Twisted Sister'],1984,70,179760,0.00512,0.504,0.911,0.0123,0.355,-2.97,0.0738,106.244,0.671,1,2,0
Let's Dance - 2018 Remaster,['David Bowie'],1983,70,457676,0.0125,0.654,0.743,0.0272,0.153,-7.44,0.0605,114.846,0.632,0,10,0
Got My Mind Set On You - 2004 Mix,['George Harrison'],1987,70,234653,0.465,0.767,0.854,2.03e-06,0.485,-6.947,0.0426,149.206,0.963,1,4,0
Owner of a Lonely Heart,['Yes'],1983,70,268507,0.175,0.744,0.798,0.00367,0.26,-5.981,0.0364,125.061,0.89,1,7,0
It's Tricky,['Run–D.M.C.'],1986,70,183427,0.000844,0.956,0.72,0.0,0.0597,-13.476,0.137,127.872,0.961,0,11,0
Walk This Way (feat. Aerosmith),"['Run–D.M.C.', 'Aerosmith']",1986,70,309760,0.00796,0.759,0.578,8.18e-05,0.0605,-12.56,0.0468,105.598,0.944,0,6,0
How Soon Is Now? - 2011 Remaster,['The Smiths'],1984,70,408173,0.000854,0.398,0.93,0.121,0.0874,-6.76,0.0615,190.818,0.725,1,11,0
Self Control,['Laura Branigan'],1984,70,246440,0.219,0.814,0.686,0.00382,0.155,-12.172,0.0342,106.679,0.778,0,6,0
Open Arms,['Journey'],1981,70,202173,0.584,0.405,0.21,0.0,0.139,-13.214,0.0279,100.577,0.174,1,2,0
Kids In America,['Kim Wilde'],1981,69,205533,0.0953,0.557,0.782,6.75e-06,0.118,-3.899,0.0475,159.621,0.305,1,4,0
Blister In The Sun,['Violent Femmes'],1983,69,145707,0.316,0.726,0.537,0.0,0.0707,-8.896,0.113,96.91,0.887,1,0,0
It's The End Of The World As We Know It (And I Feel Fine),['R.E.M.'],1987,69,246933,0.0258,0.381,0.894,0.0,0.0251,-8.638,0.037,205.528,0.797,1,7,0
Islands In the Stream,"['Dolly Parton', 'Kenny Rogers']",1982,69,251960,0.675,0.618,0.412,1.04e-06,0.0886,-12.075,0.0368,203.933,0.74,1,8,0
One More Night - 2016 Remaster,['Phil Collins'],1985,69,288973,0.788,0.534,0.442,0.000351,0.0986,-9.442,0.0308,136.369,0.343,1,3,0
Cuando Pase El Temblor - Remasterizado 2007,['Soda Stereo'],1985,69,229160,0.0314,0.652,0.607,0.00285,0.0721,-8.657,0.0368,94.089,0.72,1,0,0
Don't Stand So Close To Me,['The Police'],1980,69,242667,0.0453,0.799,0.506,0.00107,0.0365,-9.414,0.0606,140.309,0.518,1,2,0
Hit Me With Your Best Shot,['Pat Benatar'],1980,69,171267,0.117,0.741,0.58,3.31e-05,0.212,-9.05,0.0304,127.402,0.944,1,4,0
Hard to Say I'm Sorry / Get Away - 2006 Remaster,['Chicago'],1982,69,304213,0.056,0.398,0.57,0.00125,0.0606,-7.068,0.034,140.974,0.234,1,4,0
18 and Life,['Skid Row'],1989,69,229960,0.0023,0.466,0.648,1.49e-05,0.112,-11.101,0.028,90.435,0.305,0,1,0
I Remember You,['Skid Row'],1989,69,313693,0.00642,0.345,0.531,7.28e-06,0.14,-12.708,0.0305,176.302,0.49,1,0,0
